"Submission Date","What is your MBTI type?","Write an uppercase A.","Write a lowercase a.","Write an uppercase D.","Write a lowercase d.","Write a lowercase e.","Write an uppercase G.","Write a lowercase g.","Write a lowercase m.","Write a lowercase s.","Write a lowercase t.","Thank you for your assistance! Leave any comments below."
"2021/01/18 16:49:05",ENTJ,https://www.jotform.com/uploads/nathanianah/210168709933056/4868157434323686956/4868157434323686956_base64_6.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868157434323686956/4868157434323686956_base64_13.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868157434323686956/4868157434323686956_base64_14.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868157434323686956/4868157434323686956_base64_19.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868157434323686956/4868157434323686956_base64_23.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868157434323686956/4868157434323686956_base64_15.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868157434323686956/4868157434323686956_base64_20.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868157434323686956/4868157434323686956_base64_16.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868157434323686956/4868157434323686956_base64_21.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868157434323686956/4868157434323686956_base64_22.png,
"2021/01/18 14:57:49",ISFJ,https://www.jotform.com/uploads/nathanianah/210168709933056/4868090686023822162/4868090686023822162_base64_6.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868090686023822162/4868090686023822162_base64_13.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868090686023822162/4868090686023822162_base64_14.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868090686023822162/4868090686023822162_base64_19.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868090686023822162/4868090686023822162_base64_23.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868090686023822162/4868090686023822162_base64_15.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868090686023822162/4868090686023822162_base64_20.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868090686023822162/4868090686023822162_base64_16.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868090686023822162/4868090686023822162_base64_21.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868090686023822162/4868090686023822162_base64_22.png,
"2021/01/18 13:41:35",ISFJ,https://www.jotform.com/uploads/nathanianah/210168709933056/4868044939487581906/4868044939487581906_base64_6.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868044939487581906/4868044939487581906_base64_13.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868044939487581906/4868044939487581906_base64_14.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868044939487581906/4868044939487581906_base64_19.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868044939487581906/4868044939487581906_base64_23.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868044939487581906/4868044939487581906_base64_15.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868044939487581906/4868044939487581906_base64_20.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868044939487581906/4868044939487581906_base64_16.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868044939487581906/4868044939487581906_base64_21.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868044939487581906/4868044939487581906_base64_22.png,"this was very fun"
"2021/01/18 12:45:59",ISFP,https://www.jotform.com/uploads/nathanianah/210168709933056/4868011589121969895/4868011589121969895_base64_6.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868011589121969895/4868011589121969895_base64_13.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868011589121969895/4868011589121969895_base64_14.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868011589121969895/4868011589121969895_base64_19.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868011589121969895/4868011589121969895_base64_23.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868011589121969895/4868011589121969895_base64_15.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868011589121969895/4868011589121969895_base64_20.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868011589121969895/4868011589121969895_base64_16.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868011589121969895/4868011589121969895_base64_21.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868011589121969895/4868011589121969895_base64_22.png,
"2021/01/18 12:32:47",INFP,https://www.jotform.com/uploads/nathanianah/210168709933056/4868003669687393892/4868003669687393892_base64_6.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868003669687393892/4868003669687393892_base64_13.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868003669687393892/4868003669687393892_base64_14.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868003669687393892/4868003669687393892_base64_19.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868003669687393892/4868003669687393892_base64_23.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868003669687393892/4868003669687393892_base64_15.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868003669687393892/4868003669687393892_base64_20.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868003669687393892/4868003669687393892_base64_16.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868003669687393892/4868003669687393892_base64_21.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4868003669687393892/4868003669687393892_base64_22.png,
"2021/01/18 11:55:22",ENFP,https://www.jotform.com/uploads/nathanianah/210168709933056/4867981219485666286/4867981219485666286_base64_6.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867981219485666286/4867981219485666286_base64_13.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867981219485666286/4867981219485666286_base64_14.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867981219485666286/4867981219485666286_base64_19.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867981219485666286/4867981219485666286_base64_23.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867981219485666286/4867981219485666286_base64_15.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867981219485666286/4867981219485666286_base64_20.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867981219485666286/4867981219485666286_base64_16.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867981219485666286/4867981219485666286_base64_21.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867981219485666286/4867981219485666286_base64_22.png,"i had to undo so many times to get the letters the way i wanted them to look lol"
"2021/01/18 11:27:35",ISFJ,https://www.jotform.com/uploads/nathanianah/210168709933056/4867964530326919603/4867964530326919603_base64_6.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867964530326919603/4867964530326919603_base64_13.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867964530326919603/4867964530326919603_base64_14.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867964530326919603/4867964530326919603_base64_19.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867964530326919603/4867964530326919603_base64_23.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867964530326919603/4867964530326919603_base64_15.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867964530326919603/4867964530326919603_base64_20.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867964530326919603/4867964530326919603_base64_16.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867964530326919603/4867964530326919603_base64_21.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867964530326919603/4867964530326919603_base64_22.png,"good luck!"
"2021/01/18 11:19:18",INTJ,https://www.jotform.com/uploads/nathanianah/210168709933056/4867959555024173924/4867959555024173924_base64_6.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867959555024173924/4867959555024173924_base64_13.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867959555024173924/4867959555024173924_base64_14.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867959555024173924/4867959555024173924_base64_19.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867959555024173924/4867959555024173924_base64_23.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867959555024173924/4867959555024173924_base64_15.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867959555024173924/4867959555024173924_base64_20.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867959555024173924/4867959555024173924_base64_16.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867959555024173924/4867959555024173924_base64_21.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867959555024173924/4867959555024173924_base64_22.png,
"2021/01/18 11:12:20",INFJ,https://www.jotform.com/uploads/nathanianah/210168709933056/4867955383212322713/4867955383212322713_base64_6.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867955383212322713/4867955383212322713_base64_13.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867955383212322713/4867955383212322713_base64_14.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867955383212322713/4867955383212322713_base64_19.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867955383212322713/4867955383212322713_base64_23.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867955383212322713/4867955383212322713_base64_15.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867955383212322713/4867955383212322713_base64_20.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867955383212322713/4867955383212322713_base64_16.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867955383212322713/4867955383212322713_base64_21.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867955383212322713/4867955383212322713_base64_22.png,
"2021/01/18 10:55:58",ESFJ,https://www.jotform.com/uploads/nathanianah/210168709933056/4867945571593067867/4867945571593067867_base64_6.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867945571593067867/4867945571593067867_base64_13.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867945571593067867/4867945571593067867_base64_14.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867945571593067867/4867945571593067867_base64_19.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867945571593067867/4867945571593067867_base64_23.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867945571593067867/4867945571593067867_base64_15.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867945571593067867/4867945571593067867_base64_20.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867945571593067867/4867945571593067867_base64_16.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867945571593067867/4867945571593067867_base64_21.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867945571593067867/4867945571593067867_base64_22.png,"This was fun! Curious to know if there are any interesting results"
"2021/01/18 10:51:17",INFJ,https://www.jotform.com/uploads/nathanianah/210168709933056/4867942754489044178/4867942754489044178_base64_6.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867942754489044178/4867942754489044178_base64_13.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867942754489044178/4867942754489044178_base64_14.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867942754489044178/4867942754489044178_base64_19.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867942754489044178/4867942754489044178_base64_23.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867942754489044178/4867942754489044178_base64_15.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867942754489044178/4867942754489044178_base64_20.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867942754489044178/4867942754489044178_base64_16.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867942754489044178/4867942754489044178_base64_21.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867942754489044178/4867942754489044178_base64_22.png,
"2021/01/18 10:46:58",INTP,https://www.jotform.com/uploads/nathanianah/210168709933056/4867940163101376435/4867940163101376435_base64_6.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867940163101376435/4867940163101376435_base64_13.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867940163101376435/4867940163101376435_base64_14.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867940163101376435/4867940163101376435_base64_19.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867940163101376435/4867940163101376435_base64_23.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867940163101376435/4867940163101376435_base64_15.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867940163101376435/4867940163101376435_base64_20.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867940163101376435/4867940163101376435_base64_16.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867940163101376435/4867940163101376435_base64_21.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867940163101376435/4867940163101376435_base64_22.png,
"2021/01/18 10:38:51",ISFJ,https://www.jotform.com/uploads/nathanianah/210168709933056/4867935307593125375/4867935307593125375_base64_6.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867935307593125375/4867935307593125375_base64_13.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867935307593125375/4867935307593125375_base64_14.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867935307593125375/4867935307593125375_base64_19.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867935307593125375/4867935307593125375_base64_23.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867935307593125375/4867935307593125375_base64_15.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867935307593125375/4867935307593125375_base64_20.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867935307593125375/4867935307593125375_base64_16.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867935307593125375/4867935307593125375_base64_21.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867935307593125375/4867935307593125375_base64_22.png,
"2021/01/18 10:36:24",INTJ,https://www.jotform.com/uploads/nathanianah/210168709933056/4867933824419281724/4867933824419281724_base64_6.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867933824419281724/4867933824419281724_base64_13.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867933824419281724/4867933824419281724_base64_14.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867933824419281724/4867933824419281724_base64_19.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867933824419281724/4867933824419281724_base64_23.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867933824419281724/4867933824419281724_base64_15.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867933824419281724/4867933824419281724_base64_20.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867933824419281724/4867933824419281724_base64_16.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867933824419281724/4867933824419281724_base64_21.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867933824419281724/4867933824419281724_base64_22.png,
"2021/01/18 10:35:32",INFJ,https://www.jotform.com/uploads/nathanianah/210168709933056/4867933319313589520/4867933319313589520_base64_6.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867933319313589520/4867933319313589520_base64_13.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867933319313589520/4867933319313589520_base64_14.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867933319313589520/4867933319313589520_base64_19.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867933319313589520/4867933319313589520_base64_23.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867933319313589520/4867933319313589520_base64_15.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867933319313589520/4867933319313589520_base64_20.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867933319313589520/4867933319313589520_base64_16.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867933319313589520/4867933319313589520_base64_21.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867933319313589520/4867933319313589520_base64_22.png,
"2021/01/18 10:28:13",ENFP,https://www.jotform.com/uploads/nathanianah/210168709933056/4867928914305977769/4867928914305977769_base64_6.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867928914305977769/4867928914305977769_base64_13.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867928914305977769/4867928914305977769_base64_14.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867928914305977769/4867928914305977769_base64_19.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867928914305977769/4867928914305977769_base64_23.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867928914305977769/4867928914305977769_base64_15.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867928914305977769/4867928914305977769_base64_20.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867928914305977769/4867928914305977769_base64_16.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867928914305977769/4867928914305977769_base64_21.png,https://www.jotform.com/uploads/nathanianah/210168709933056/4867928914305977769/4867928914305977769_base64_22.png,
